name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url
Bastion Hotel Amsterdam Zuidwest,661,1,3,6.9,1616.0,Comfort King Room,Slotervaart,3.8,https://www.booking.com/hotel/nl/bastioncentrumzuidwest.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=350&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682323&all_sr_blocks=1030711_95128410_2_2_0&highlighted_blocks=1030711_95128410_2_2_0&matching_block_id=1030711_95128410_2_2_0&sr_pri_blocks=1030711_95128410_2_2_0__66100&from_sustainable_property_sr=1&from=searchresults
EUPHRATE HOUSeBOAT,1143,1,,9.3,105.0,Deluxe Queen Room,IJburg,6.6,https://www.booking.com/hotel/nl/kellys-room-euphrate-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=351&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1094208301_402604492_2_0_0_898829&highlighted_blocks=1094208301_402604492_2_0_0_898829&matching_block_id=1094208301_402604492_2_0_0_898829&sr_pri_blocks=1094208301_402604492_2_0_0_898829_114258&from=searchresults
Yourbnb Suites Haarlemmerstraat,1976,1,,7.6,41.0,Deluxe King Studio,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/haarlemmer-residence.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=352&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1257249701_400004742_2_0_0&highlighted_blocks=1257249701_400004742_2_0_0&matching_block_id=1257249701_400004742_2_0_0&sr_pri_blocks=1257249701_400004742_2_0_0__197569&from=searchresults
Imperial Hotel Amsterdam,1138,1,2,8.6,1015.0,Small Double Room,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/imperial.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=353&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1047516_95128936_2_0_0&highlighted_blocks=1047516_95128936_2_0_0&matching_block_id=1047516_95128936_2_0_0&sr_pri_blocks=1047516_95128936_2_0_0__113831&from=searchresults
Amistad hotel,1951,1,2,8.6,1053.0,Double Room with Private Bathroom,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/amistad-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=354&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=17740702_173638406_0_1_0&highlighted_blocks=17740702_173638406_0_1_0&matching_block_id=17740702_173638406_0_1_0&sr_pri_blocks=17740702_173638406_0_1_0__195069&from=searchresults
Rieteiland B&B,2362,1,4,9.4,116.0,Two-Bedroom Apartment,IJburg,6.9,https://www.booking.com/hotel/nl/rieteiland-b-amp-b.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=355&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=203973801_335268103_4_0_0&highlighted_blocks=203973801_335268103_4_0_0&matching_block_id=203973801_335268103_4_0_0&sr_pri_blocks=203973801_335268103_4_0_0__236180&from=searchresults
COMMUNE suites,1782,1,3,8.8,450.0,Sud Junior Suite,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/la-remise.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=356&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=17112005_221340515_0_2_0&highlighted_blocks=17112005_221340515_0_2_0&matching_block_id=17112005_221340515_0_2_0&sr_pri_blocks=17112005_221340515_0_2_0__178237&from=searchresults
Facade Hotel Amsterdam,949,1,2,7.1,3224.0,Double Room with Private External Bathroom,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/vijaya.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=357&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1000913_175919172_0_0_0&highlighted_blocks=1000913_175919172_0_0_0&matching_block_id=1000913_175919172_0_0_0&sr_pri_blocks=1000913_175919172_0_0_0__94937&from=searchresults
Happy Day´s,1361,1,,7.3,44.0,One-Bedroom Suite,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/happy-days-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=358&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=173823901_108626893_3_0_0&highlighted_blocks=173823901_108626893_3_0_0&matching_block_id=173823901_108626893_3_0_0&sr_pri_blocks=173823901_108626893_3_0_0__136077&from=searchresults
Pillows Grand Boutique Hotel Maurits at the Park - Small Luxury Hotels,2451,1,5,9.3,609.0,Standard King Room,Oost,2.2,https://www.booking.com/hotel/nl/pillows-maurits-at-the-park.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=359&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=802595801_381655516_0_2_0_682366&highlighted_blocks=802595801_381655516_0_2_0_682366&matching_block_id=802595801_381655516_0_2_0_682366&sr_pri_blocks=802595801_381655516_0_2_0_682366_245118&from_sustainable_property_sr=1&from=searchresults
Flying Pig Downtown,352,1,,7.8,4559.0,Double Bed in 32-Person Mixed Dormitory Room,Amsterdam City Centre,500.0,https://www.booking.com/hotel/nl/the-flying-pig-downtown.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=360&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=48288712_94473489_2_2_0&highlighted_blocks=48288712_94473489_2_2_0&matching_block_id=48288712_94473489_2_2_0&sr_pri_blocks=48288712_94473489_2_2_0__35188&from=searchresults
Hotel La Bohème,1008,1,2,8.7,1337.0,Double Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/boheme.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=361&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1021105_95128208_0_2_0&highlighted_blocks=1021105_95128208_0_2_0&matching_block_id=1021105_95128208_0_2_0&sr_pri_blocks=1021105_95128208_0_2_0__100767&from=searchresults
MAX Hotel Amsterdam,555,1,2,6.5,1617.0,Twin Room Souterrain,De Pijp,1.8,https://www.booking.com/hotel/nl/hotelmaxadam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=362&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1105440_95129891_0_0_0&highlighted_blocks=1105440_95129891_0_0_0&matching_block_id=1105440_95129891_0_0_0&sr_pri_blocks=1105440_95129891_0_0_0__55471&from=searchresults
B&B Midtown Amsterdam suites,1393,1,3,7.4,107.0,Double Room with Terrace,Amsterdam City Centre,1.6,https://www.booking.com/hotel/nl/b-amp-b-midtown-amsterdam-suites-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=363&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1072502902_379791295_2_0_0&highlighted_blocks=1072502902_379791295_2_0_0&matching_block_id=1072502902_379791295_2_0_0&sr_pri_blocks=1072502902_379791295_2_0_0__139279&from=searchresults
B&B Felix,1259,1,3,8.2,57.0,Superior Double Room,De Pijp,1.9,https://www.booking.com/hotel/nl/b-amp-b-felix.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=364&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1144970201_387335865_2_0_0&highlighted_blocks=1144970201_387335865_2_0_0&matching_block_id=1144970201_387335865_2_0_0&sr_pri_blocks=1144970201_387335865_2_0_0__125949&from=searchresults
Hotel De Looier,890,1,3,8.4,729.0,Double Basic,Amsterdam City Centre,1.0,https://www.booking.com/hotel/nl/looier.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=365&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__89010&from=searchresults
i hotel,592,1,3,7.5,1485.0,Budget Double Room without Window,Amsterdam Noord,2.6,https://www.booking.com/hotel/nl/i.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=366&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=256168906_104194956_0_2_0&highlighted_blocks=256168906_104194956_0_2_0&matching_block_id=256168906_104194956_0_2_0&sr_pri_blocks=256168906_104194956_0_2_0__59189&from=searchresults
easyHotel Amsterdam City Centre South,720,1,2,7.5,3008.0,Standard Twin Room,De Pijp,2.3,https://www.booking.com/hotel/nl/easyhotel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=367&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=33573103_93239798_0_0_0&highlighted_blocks=33573103_93239798_0_0_0&matching_block_id=33573103_93239798_0_0_0&sr_pri_blocks=33573103_93239798_0_0_0__72008&from=searchresults
Amsterdam-Houseboat-Amstel,3122,1,4,8.8,229.0,Two-Bedroom Apartment,Amsterdam City Centre,1.7,https://www.booking.com/hotel/nl/jeffrey-39-s-houseboat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=368&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=141922801_383103737_0_0_0&highlighted_blocks=141922801_383103737_0_0_0&matching_block_id=141922801_383103737_0_0_0&sr_pri_blocks=141922801_383103737_0_0_0__312188&from=searchresults
Way Up Studio,1225,1,,5.6,83.0,Studio Apartment,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/stairway-to-heaven-studio.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=369&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=278368101_108634936_3_0_0&highlighted_blocks=278368101_108634936_3_0_0&matching_block_id=278368101_108634936_3_0_0&sr_pri_blocks=278368101_108634936_3_0_0__122478&from=searchresults
Royal Plaza Hotel Amsterdam,737,1,3,6.1,1247.0,Double Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/royal-plaza-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=370&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=220663308_97988259_2_2_0&highlighted_blocks=220663308_97988259_2_2_0&matching_block_id=220663308_97988259_2_2_0&sr_pri_blocks=220663308_97988259_2_2_0__73688&from=searchresults
hotel Oosterpark,702,1,1,7.7,602.0,Twin Room with Private Bathroom,Oost,2.5,https://www.booking.com/hotel/nl/oosterpark-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=371&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=665185204_273895286_2_0_0&highlighted_blocks=665185204_273895286_2_0_0&matching_block_id=665185204_273895286_2_0_0&sr_pri_blocks=665185204_273895286_2_0_0__70225&from=searchresults
B&B Keizers Canal,2385,1,3,9.4,319.0,Double Room with Private Bathroom,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/b-amp-b-keizers-canal.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=372&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=118883405_392473523_2_1_0&highlighted_blocks=118883405_392473523_2_1_0&matching_block_id=118883405_392473523_2_1_0&sr_pri_blocks=118883405_392473523_2_1_0__238541&from=searchresults
Hotel Vondel Garden - Digital Access,716,1,2,6.9,1282.0,Standard Twin Room,Oud-West,1.7,https://www.booking.com/hotel/nl/sipermann.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=373&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1000815_95127799_2_0_0_348671&highlighted_blocks=1000815_95127799_2_0_0_348671&matching_block_id=1000815_95127799_2_0_0_348671&sr_pri_blocks=1000815_95127799_2_0_0_348671_71649&from=searchresults
AmsterHome Hotel,1153,1,3,7.8,1128.0,Budget Double Room,Oud Zuid,1.6,https://www.booking.com/hotel/nl/patou.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=374&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1171209_376099191_2_0_0&highlighted_blocks=1171209_376099191_2_0_0&matching_block_id=1171209_376099191_2_0_0&sr_pri_blocks=1171209_376099191_2_0_0__115319&from=searchresults
OZO Hotels Armada Amsterdam,758,1,3,6.5,2023.0,Double Room Souterrain,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/armada.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=375&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682347&all_sr_blocks=1000710_95127795_0_0_0&highlighted_blocks=1000710_95127795_0_0_0&matching_block_id=1000710_95127795_0_0_0&sr_pri_blocks=1000710_95127795_0_0_0__75836&from=searchresults
YAYS Amsterdam Prince Island by Numa,2186,1,4,8.4,1495.0,Large 2 Bedroom Apartment,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/amsterdam-prince-island-by-yays.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=376&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682367&all_sr_blocks=106281302_389888174_2_0_0_700800&highlighted_blocks=106281302_389888174_2_0_0_700800&matching_block_id=106281302_389888174_2_0_0_700800&sr_pri_blocks=106281302_389888174_2_0_0_700800_218603&from=searchresults
B&B La Festa,1404,1,3,7.9,222.0,Double Room with Balcony,Amsterdam City Centre,0.9,https://www.booking.com/hotel/nl/bb-la-festa.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=377&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682367&all_sr_blocks=17106006_362175159_2_2_0&highlighted_blocks=17106006_362175159_2_2_0&matching_block_id=17106006_362175159_2_2_0&sr_pri_blocks=17106006_362175159_2_2_0__140450&from=searchresults
Nine Streets Inn,1260,1,3,8.9,392.0,Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/nine-streets-inn.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=378&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682367&all_sr_blocks=207684501_95412620_0_0_0&highlighted_blocks=207684501_95412620_0_0_0&matching_block_id=207684501_95412620_0_0_0&sr_pri_blocks=207684501_95412620_0_0_0__125959&from=searchresults
