name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url
Hotel Roemer Amsterdam,925,1,4,8.2,1822.0,Small Double Room,Oud-West,1.6,https://www.booking.com/hotel/nl/roemer.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=192&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1147213_95134200_0_2_0&highlighted_blocks=1147213_95134200_0_2_0&matching_block_id=1147213_95134200_0_2_0&sr_pri_blocks=1147213_95134200_0_2_0__92469&from_sustainable_property_sr=1&from=searchresults
Hotel Die Port van Cleve,1257,1,4,8.5,2293.0,Cosy Double Room,Amsterdam City Centre,200.0,https://www.booking.com/hotel/nl/cleve.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=193&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1018408_95128163_0_2_0&highlighted_blocks=1018408_95128163_0_2_0&matching_block_id=1018408_95128163_0_2_0&sr_pri_blocks=1018408_95128163_0_2_0__125713&from_sustainable_property_sr=1&from=searchresults
"Park Centraal Amsterdam, part of Sircle Collection",1060,1,4,8.4,2702.0,Classic Room,Oud Zuid,1.4,https://www.booking.com/hotel/nl/park-centraal-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=194&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__106048&from_sustainable_property_sr=1&from=searchresults
Aadam Hotel Wilhelmina,623,1,3,6.8,1686.0,Double Room,Oud Zuid,3.1,https://www.booking.com/hotel/nl/wilhelmina.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=195&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1004322_95127834_0_0_0&highlighted_blocks=1004322_95127834_0_0_0&matching_block_id=1004322_95127834_0_0_0&sr_pri_blocks=1004322_95127834_0_0_0__62267&from=searchresults
Grand Canal Boutique Hotel,1073,1,4,7.8,976.0,Comfort Double Room with Shower,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/canal-boutique-apartments.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=196&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=40143620_0_2_0_0&highlighted_blocks=40143620_0_2_0_0&matching_block_id=40143620_0_2_0_0&sr_pri_blocks=40143620_0_2_0_0__107349&from=searchresults
Hotel Amsterdam De Roode Leeuw,1298,1,4,7.4,3353.0,Comfort Double or Twin Room,Amsterdam City Centre,100.0,https://www.booking.com/hotel/nl/amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=197&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1007402_95127891_0_2_0&highlighted_blocks=1007402_95127891_0_2_0&matching_block_id=1007402_95127891_0_2_0&sr_pri_blocks=1007402_95127891_0_2_0__129811&from_sustainable_property_sr=1&from=searchresults
Cityview Hotel,980,1,3,7.6,1196.0,Small Double Room,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/cityview.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=198&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=503165401_171747591_2_0_0&highlighted_blocks=503165401_171747591_2_0_0&matching_block_id=503165401_171747591_2_0_0&sr_pri_blocks=503165401_171747591_2_0_0__98029&from=searchresults
Numa Amsterdam Docklands,910,1,4,8.8,1795.0,Medium Studio with Kitchen,Zeeburg,3.7,https://www.booking.com/hotel/nl/yays-amsterdam-docklands.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=199&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=521746507_182586151_2_0_0_700745&highlighted_blocks=521746507_182586151_2_0_0_700745&matching_block_id=521746507_182586151_2_0_0_700745&sr_pri_blocks=521746507_182586151_2_0_0_700745_90959&from=searchresults
"Max Brown Hotel Canal District, part of Sircle Collection",1216,1,3,8.1,1039.0,Small Double Room,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/max-brown-hotel-canal-district.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=200&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682197&all_sr_blocks=1094606_95129700_0_2_0_744365&highlighted_blocks=1094606_95129700_0_2_0_744365&matching_block_id=1094606_95129700_0_2_0_744365&sr_pri_blocks=1094606_95129700_0_2_0_744365_121575&from_sustainable_property_sr=1&from=searchresults
Pension Homeland,1073,1,,8.6,3855.0,Double or Twin Room with Private Bathroom,Amsterdam City Centre,1.6,https://www.booking.com/hotel/nl/pension-homeland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=201&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=158058002_88602668_0_42_0&highlighted_blocks=158058002_88602668_0_42_0&matching_block_id=158058002_88602668_0_42_0&sr_pri_blocks=158058002_88602668_0_42_0__107276&from=searchresults
The Amsterdam Hotel Apartment in the Center,5131,1,4,9.0,344.0,Two-Bedroom Apartment,Amsterdam City Centre,450.0,https://www.booking.com/hotel/nl/amsterdam-city-center-nieuwmarkt.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=202&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=148044903_87576202_4_0_0&highlighted_blocks=148044903_87576202_4_0_0&matching_block_id=148044903_87576202_4_0_0&sr_pri_blocks=148044903_87576202_4_0_0__513129&from=searchresults
Park Plaza Victoria Amsterdam,1535,1,4,8.6,8944.0,Superior King Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/victoria.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=203&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1044216_95128805_0_34_0&highlighted_blocks=1044216_95128805_0_34_0&matching_block_id=1044216_95128805_0_34_0&sr_pri_blocks=1044216_95128805_0_34_0__153491&from_sustainable_property_sr=1&from=searchresults
Travel Hotel Amsterdam,1088,1,2,7.0,2406.0,Triple Room,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/travel-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=204&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=158809204_91681205_0_0_0&highlighted_blocks=158809204_91681205_0_0_0&matching_block_id=158809204_91681205_0_0_0&sr_pri_blocks=158809204_91681205_0_0_0__108793&from_sustainable_property_sr=1&from=searchresults
Hotel Mercier,1572,1,4,8.4,1978.0,"Indoor Double or Twin Room, No Direct Daylight",Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/mercier.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=205&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=365181206_119138345_0_2_0&highlighted_blocks=365181206_119138345_0_2_0&matching_block_id=365181206_119138345_0_2_0&sr_pri_blocks=365181206_119138345_0_2_0__157188&from_sustainable_property_sr=1&from=searchresults
Bilderberg Garden Hotel,1285,1,5,8.0,2608.0,Deluxe Double or Twin Room,Oud Zuid,2.7,https://www.booking.com/hotel/nl/garden.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=206&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1008502_95127928_2_34_0&highlighted_blocks=1008502_95127928_2_34_0&matching_block_id=1008502_95127928_2_34_0&sr_pri_blocks=1008502_95127928_2_34_0__128480&from_sustainable_property_sr=1&from=searchresults
The July - Boat & Co,1402,1,4,9.2,2309.0,Studio,Westerpark,2.5,https://www.booking.com/hotel/nl/boat-amp-co.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=492578201_164931093_2_2_0&highlighted_blocks=492578201_164931093_2_2_0&matching_block_id=492578201_164931093_2_2_0&sr_pri_blocks=492578201_164931093_2_2_0__140182&from_sustainable_property_sr=1&from=searchresults
Belfort Hotel,6320,1,3,6.1,4486.0,Triple Room without Window,Oud Zuid,3.3,https://www.booking.com/hotel/nl/belfort-amsterdam1.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=208&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1157409_95134336_0_0_0&highlighted_blocks=1157409_95134336_0_0_0&matching_block_id=1157409_95134336_0_0_0&sr_pri_blocks=1157409_95134336_0_0_0__632023&from=searchresults
Triple G Hotels,772,1,3,6.8,203.0,Twin Room - Disability Access,Bos en Lommer,2.6,https://www.booking.com/hotel/nl/g-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=209&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=666247913_0_2_1_0&highlighted_blocks=666247913_0_2_1_0&matching_block_id=666247913_0_2_1_0&sr_pri_blocks=666247913_0_2_1_0__77190&from=searchresults
Dutch Design Hotel Vondelpark,771,1,3,8.4,1189.0,Double Room,Oud Zuid,3.2,https://www.booking.com/hotel/nl/central-parc.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=17112202_89000485_0_2_0&highlighted_blocks=17112202_89000485_0_2_0&matching_block_id=17112202_89000485_0_2_0&sr_pri_blocks=17112202_89000485_0_2_0__77084&from=searchresults
Weber Hotel,963,1,2,8.1,2099.0,Extra Small Double Room,Amsterdam City Centre,1.2,https://www.booking.com/hotel/nl/freeland.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=211&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1144513_95134141_2_0_0&highlighted_blocks=1144513_95134141_2_0_0&matching_block_id=1144513_95134141_2_0_0&sr_pri_blocks=1144513_95134141_2_0_0__96295&from=searchresults
XO Hotels Blue Tower,548,1,4,8.2,8236.0,Standard Twin Room,Bos en Lommer,3.3,https://www.booking.com/hotel/nl/blue-tower.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=212&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1164002_102711862_0_2_0&highlighted_blocks=1164002_102711862_0_2_0&matching_block_id=1164002_102711862_0_2_0&sr_pri_blocks=1164002_102711862_0_2_0__54800&from=searchresults
Hotel Manofa,644,1,2,7.0,4235.0,Economy Twin Room without Window,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/hotelmanofaamsterd.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=213&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1109709_95133726_2_0_0_560275&highlighted_blocks=1109709_95133726_2_0_0_560275&matching_block_id=1109709_95133726_2_0_0_560275&sr_pri_blocks=1109709_95133726_2_0_0_560275_64406&from=searchresults
Hotel Van Gogh,803,1,3,8.2,4856.0,Standard Twin Room,Oud Zuid,1.8,https://www.booking.com/hotel/nl/van-gogh.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=214&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=29860802_250707664_0_2_0&highlighted_blocks=29860802_250707664_0_2_0&matching_block_id=29860802_250707664_0_2_0&sr_pri_blocks=29860802_250707664_0_2_0__80300&from=searchresults
Morgan & Mees Amsterdam,1782,1,4,9.1,529.0,The Comfy One,Westerpark,1.3,https://www.booking.com/hotel/nl/morgan-amp-mees.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=215&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=129210701_88533947_2_2_0&highlighted_blocks=129210701_88533947_2_2_0&matching_block_id=129210701_88533947_2_2_0&sr_pri_blocks=129210701_88533947_2_2_0__178192&from=searchresults
City center Amstel river Houseboat Kom en Zie,2192,1,,7.0,1.0,Mobile Home,Amsterdam City Centre,0.7,https://www.booking.com/hotel/nl/city-center-amstel-river-houseboat-kom-en-zie.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=1486466001_420141606_2_0_0&highlighted_blocks=1486466001_420141606_2_0_0&matching_block_id=1486466001_420141606_2_0_0&sr_pri_blocks=1486466001_420141606_2_0_0__219174&from=searchresults
The Bolster,945,1,3,7.8,1135.0,Double Room view on square,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/the-bolster.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=217&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=196896401_0_2_0_0&highlighted_blocks=196896401_0_2_0_0&matching_block_id=196896401_0_2_0_0&sr_pri_blocks=196896401_0_2_0_0__94501&from=searchresults
PREMIER SUITES Amsterdam,1002,1,4,9.0,1916.0,Loft,Zuideramstel,4.3,https://www.booking.com/hotel/nl/premier-suites-plus-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=218&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=617101302_241036504_0_0_0_486239&highlighted_blocks=617101302_241036504_0_0_0_486239&matching_block_id=617101302_241036504_0_0_0_486239&sr_pri_blocks=617101302_241036504_0_0_0_486239_100174&from_sustainable_property_sr=1&from=searchresults
Outside Inn,793,1,,9.0,1554.0,At the Beach (Ground floor or first floor),Amsterdam,5.8,https://www.booking.com/hotel/nl/nader-te-bepalen.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=219&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__79332&from=searchresults
Hotel V Nesplein,1894,1,4,9.0,1557.0,Comfort Double or Twin Room,Amsterdam City Centre,250.0,https://www.booking.com/hotel/nl/v-nesplein.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=220&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682219&all_sr_blocks=47637701_89022356_2_2_0&highlighted_blocks=47637701_89022356_2_2_0&matching_block_id=47637701_89022356_2_2_0&sr_pri_blocks=47637701_89022356_2_2_0__189386&from_sustainable_property_sr=1&from=searchresults
