name,price,nro_of_nights,star_rating,review_score,review_count,room_type,part_of_city,distance_from_center,url,address
Four Elements Hotel,624,1,4.0,8.2,4706.0,Comfort Twin Room,IJburg,7.9,https://www.booking.com/hotel/nl/breeze.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=86&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=460756808_140534272_0_2_0&highlighted_blocks=460756808_140534272_0_2_0&matching_block_id=460756808_140534272_0_2_0&sr_pri_blocks=460756808_140534272_0_2_0__62391&from=searchresults,"Bert Haanstrakade 1074 Hoek Krijn Taconiskade, 1087 HJ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Boutique Hotel Notting Hill,1073,1,4.0,8.8,3063.0,Double Room - Attic (without Windows),Amsterdam City Centre,1.7,https://www.booking.com/hotel/nl/notting-hill.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=87&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=28136909_93723061_0_2_0&highlighted_blocks=28136909_93723061_0_2_0&matching_block_id=28136909_93723061_0_2_0&sr_pri_blocks=28136909_93723061_0_2_0__107296&from_sustainable_property_sr=1&from=searchresults,"Westeinde 26, Amsterdam City Centre, 1017 ZP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Conscious Hotel The Tire Station,673,1,3.0,8.4,2956.0,Eco-Friendly Double Room,Oud-West,3.1,https://www.booking.com/hotel/nl/conscious-the-tire-station.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=88&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=197108104_93848912_0_34_0&highlighted_blocks=197108104_93848912_0_34_0&matching_block_id=197108104_93848912_0_34_0&sr_pri_blocks=197108104_93848912_0_34_0__67312&from_sustainable_property_sr=1&from=searchresults,"Amstelveenseweg 5, Oud-West, 1054 MB Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Fletcher Hotel Amsterdam,733,1,4.0,7.5,3998.0,Deluxe Double Room,Zuidoost,9.4,https://www.booking.com/hotel/nl/fletcher-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=89&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=45636401_89021443_2_2_0&highlighted_blocks=45636401_89021443_2_2_0&matching_block_id=45636401_89021443_2_2_0&sr_pri_blocks=45636401_89021443_2_2_0__73346&from=searchresults,"Schepenbergweg 50, Zuidoost, 1105 AT Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Bens The Walton,1377,1,3.0,7.8,286.0,Two-Bedroom Apartment,Slotervaart,3.7,https://www.booking.com/hotel/nl/bens-the-walton.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=90&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=867907604_355303744_4_0_0&highlighted_blocks=867907604_355303744_4_0_0&matching_block_id=867907604_355303744_4_0_0&sr_pri_blocks=867907604_355303744_4_0_0__137662&from=searchresults,"90 Anton Waldorpstraat, Slotervaart, 1062 AZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
The Social Hub Amsterdam City Extended Stay,835,1,4.0,9.3,3.0,Deluxe Studio,Oost,2.5,https://www.booking.com/hotel/nl/the-social-hub-amsterdam-city-extended-stay.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=91&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1411604501_412906812_0_2_0&highlighted_blocks=1411604501_412906812_0_2_0&matching_block_id=1411604501_412906812_0_2_0&sr_pri_blocks=1411604501_412906812_0_2_0__83489&from=searchresults,"129 Wibautstraat, Oost, 1091 GL Amsterdam, Netherlands
location — rated 9.2/10!"
Hotel De Hallen,879,1,4.0,8.5,1871.0,Indoor Double or Twin Room (Atrium view),Oud-West,1.8,https://www.booking.com/hotel/nl/de-hallen.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=92&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=100465705_91942835_0_2_0&highlighted_blocks=100465705_91942835_0_2_0&matching_block_id=100465705_91942835_0_2_0&sr_pri_blocks=100465705_91942835_0_2_0__87906&from_sustainable_property_sr=1&from=searchresults,"Bellamyplein 47, Oud-West, 1053 AT Amsterdam, Netherlands
location — rated 9/10!"
Holiday Inn Express Amsterdam - South by IHG,737,1,3.0,8.0,3200.0,Standard Twin Room - Free Breakfast,Zuideramstel,5.5,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-south.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=93&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=39249503_94455562_2_1_0&highlighted_blocks=39249503_94455562_2_1_0&matching_block_id=39249503_94455562_2_1_0&sr_pri_blocks=39249503_94455562_2_1_0__73729&from_sustainable_property_sr=1&from=searchresults,"Zwaansvliet 20, Zuideramstel, 1081 AP Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Limehome Amsterdam Gatwickstraat,1007,1,3.0,7.7,662.0,Suite,Westpoort,4.0,https://www.booking.com/hotel/nl/limehome-amsterdam-gatwickstraat.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=94&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1220988601_394243680_2_0_0&highlighted_blocks=1220988601_394243680_2_0_0&matching_block_id=1220988601_394243680_2_0_0&sr_pri_blocks=1220988601_394243680_2_0_0__100700&from=searchresults,"Gatwickstraat 2, Westpoort, 1043 GM Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Leonardo Boutique Museumhotel,992,1,4.0,8.1,2855.0,Cosy Double Room,Oud Zuid,1.4,https://www.booking.com/hotel/nl/museum.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=95&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1009802_95127956_2_2_0&highlighted_blocks=1009802_95127956_2_2_0&matching_block_id=1009802_95127956_2_2_0&sr_pri_blocks=1009802_95127956_2_2_0__99223&from_sustainable_property_sr=1&from=searchresults,"P.C. Hooftstraat 2, Oud Zuid, 1071 BX Amsterdam, Netherlands
location — rated 9.4/10!"
Hotel Fine Harmony,909,1,3.0,7.9,1734.0,Double Room,Amsterdam City Centre,0.8,https://www.booking.com/hotel/nl/fine-harmony.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=96&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=118052602_89054080_0_2_0&highlighted_blocks=118052602_89054080_0_2_0&matching_block_id=118052602_89054080_0_2_0&sr_pri_blocks=118052602_89054080_0_2_0__90933&from=searchresults,"Prins Hendrikkade 120, Amsterdam City Centre, 1011 AM Amsterdam, Netherlands
location — rated 9.2/10!"
Avani Museum Quarter Amsterdam Hotel - previously NH Amsterdam Museum Quarter,1049,1,4.0,8.9,934.0,Standard Double or Twin Room,Oud Zuid,2.0,https://www.booking.com/hotel/nl/nhmuseumquarter.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=97&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1062701_95129181_0_2_0&highlighted_blocks=1062701_95129181_0_2_0&matching_block_id=1062701_95129181_0_2_0&sr_pri_blocks=1062701_95129181_0_2_0__104891&from_sustainable_property_sr=1&from=searchresults,"Hobbemakade 50, Oud Zuid, 1071 XL Amsterdam, Netherlands
location — rated 9.3/10!"
Amadi Panorama Hotel,625,1,4.0,7.7,5400.0,Superior Twin Room with View,IJburg,6.6,https://www.booking.com/hotel/nl/amadi-panorama.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=98&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=126650006_85789894_0_2_0&highlighted_blocks=126650006_85789894_0_2_0&matching_block_id=126650006_85789894_0_2_0&sr_pri_blocks=126650006_85789894_0_2_0__62495&from=searchresults,"Ijburglaan 539, 1087 BE Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Heart of Amsterdam Hostel,1212,1,,7.9,3323.0,Small Triple Room In Attic,Amsterdam City Centre,300.0,https://www.booking.com/hotel/nl/heartofamsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=99&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1094025_95129698_0_2_0&highlighted_blocks=1094025_95129698_0_2_0&matching_block_id=1094025_95129698_0_2_0&sr_pri_blocks=1094025_95129698_0_2_0__121249&from=searchresults,"Oudezijds Achterburgwal 118/120, Amsterdam City Centre, 1012 DT Amsterdam, Netherlands
location — rated 9.2/10!"
Element Amsterdam,948,1,4.0,9.0,1966.0,Studio with 1 Kingsize Bed,Zuideramstel,4.7,https://www.booking.com/hotel/nl/element-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=100&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=163435710_246433624_0_41_0&highlighted_blocks=163435710_246433624_0_41_0&matching_block_id=163435710_246433624_0_41_0&sr_pri_blocks=163435710_246433624_0_41_0__94792&from_sustainable_property_sr=1&from=searchresults,"Arent Janszoon Ernststraat 577, Zuideramstel, 1082 LD Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
The Hyve Capsule hostel Amsterdam,517,1,,8.3,452.0,Duo Hyve,Bos en Lommer,2.6,https://www.booking.com/hotel/nl/the-hyve-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=101&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682118&all_sr_blocks=1209794001_393140093_0_0_0&highlighted_blocks=1209794001_393140093_0_0_0&matching_block_id=1209794001_393140093_0_0_0&sr_pri_blocks=1209794001_393140093_0_0_0__51682&from=searchresults,"350B Willem de Zwijgerlaan, Bos en Lommer, 1055 RD Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Canal House,3502,1,4.0,8.7,924.0,Executive Double Room,Amsterdam City Centre,0.6,https://www.booking.com/hotel/nl/canal-house.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=102&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=27644704_364801470_0_2_0&highlighted_blocks=27644704_364801470_0_2_0&matching_block_id=27644704_364801470_0_2_0&sr_pri_blocks=27644704_364801470_0_2_0__350219&from=searchresults,"Keizersgracht 148, Amsterdam City Centre, 1015 CX Amsterdam, Netherlands
location — rated 9.7/10!"
The Times Hotel,1064,1,3.0,8.0,1918.0,Budget Twin Room,Amsterdam City Centre,400.0,https://www.booking.com/hotel/nl/the-times-hotel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=103&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=1145309_99597411_0_0_0&highlighted_blocks=1145309_99597411_0_0_0&matching_block_id=1145309_99597411_0_0_0&sr_pri_blocks=1145309_99597411_0_0_0__106362&from=searchresults,"Herengracht 137, Amsterdam City Centre, 1015 BG Amsterdam, Netherlands
location — rated 9.5/10!"
The Social Hub Amsterdam West 4 star,733,1,4.0,8.5,4090.0,Deluxe Double Room,Slotervaart,3.8,https://www.booking.com/hotel/nl/the-social-hub-amsterdam-west-4.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=104&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=635891901_248766705_0_2_0_853463&highlighted_blocks=635891901_248766705_0_2_0_853463&matching_block_id=635891901_248766705_0_2_0_853463&sr_pri_blocks=635891901_248766705_0_2_0_853463_73349&from=searchresults,"Jan van Galenstraat 335 Star House building, Slotervaart, 1061 AZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Hotel Larende,1183,1,3.0,8.5,1516.0,Standard Twin Room,Oud-West,1.9,https://www.booking.com/hotel/nl/restaurant-larende.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=105&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=27583302_88531988_0_1_0&highlighted_blocks=27583302_88531988_0_1_0&matching_block_id=27583302_88531988_0_1_0&sr_pri_blocks=27583302_88531988_0_1_0__118264&from=searchresults,"De Clercqstraat 115, Oud-West, 1053 AJ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
THIS HO(S)TEL,602,1,3.0,8.6,5124.0,Cube,Amsterdam City Centre,0.5,https://www.booking.com/hotel/nl/this-hos-t-el.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=106&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=645587401_265372066_2_2_0&highlighted_blocks=645587401_265372066_2_2_0&matching_block_id=645587401_265372066_2_2_0&sr_pri_blocks=645587401_265372066_2_2_0__60244&from=searchresults,"14 Warmoesstraat, Amsterdam City Centre, 1012 JD Amsterdam, Netherlands
location — rated 9.7/10!"
Hotel The Exchange,873,1,3.0,7.8,5382.0,Comfort Double Room,Amsterdam City Centre,350.0,https://www.booking.com/hotel/nl/the-exchange.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=107&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=33045702_91922271_0_0_0&highlighted_blocks=33045702_91922271_0_0_0&matching_block_id=33045702_91922271_0_0_0&sr_pri_blocks=33045702_91922271_0_0_0__87255&from=searchresults,"Damrak 50, Amsterdam City Centre, 1012 LL Amsterdam, Netherlands
location — rated 9.5/10!"
Hotel Dwars,1297,1,3.0,8.5,955.0,Double Room,Amsterdam City Centre,1.3,https://www.booking.com/hotel/nl/dwars.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=108&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=68203901_89033787_0_0_0&highlighted_blocks=68203901_89033787_0_0_0&matching_block_id=68203901_89033787_0_0_0&sr_pri_blocks=68203901_89033787_0_0_0__129721&from=searchresults,"Utrechtsedwarsstraat 79, Amsterdam City Centre, 1017 WD Amsterdam, Netherlands
location — rated 9.3/10!"
Qbic Amsterdam WTC,761,1,3.0,7.9,5034.0,Room Economy,Zuideramstel,3.9,https://www.booking.com/hotel/nl/qbic-wtc-amsterdam.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=109&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__76109&from=searchresults,"Mathijs Vermeulenpad 1, Zuideramstel, 1077 XT Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Holiday Inn Express Amsterdam - City Hall by IHG,1223,1,3.0,8.3,3225.0,Standard Double Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/holiday-inn-express-amsterdam-city-hall.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=110&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=304191901_111419063_2_1_0&highlighted_blocks=304191901_111419063_2_1_0&matching_block_id=304191901_111419063_2_1_0&sr_pri_blocks=304191901_111419063_2_1_0__122280&from=searchresults,"Valkenburgerstraat 14, Amsterdam City Centre, 1011 LZ Amsterdam, Netherlands
After booking, all of the property’s details, including telephone and address, are provided in your booking confirmation and your account."
Dikker & Thijs Hotel,1147,1,4.0,8.6,1966.0,Standard Double Room,Amsterdam City Centre,1.1,https://www.booking.com/hotel/nl/dikkerenthijsfenicehotel.en-gb.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9hbXN0ZXJkYW1IM1gEaKkBiAEBmAEzuAEHyAEM2AED6AEB-AEBiAIBqAIBuAKTs5DGBsACAdICJDhmMTgzOTUwLTUzYjUtNDU2ZC04N2NmLWU2N2YwNDIxNTFlM9gCAeACAQ&ucfs=1&arphpl=1&checkin=2025-12-15&checkout=2025-12-22&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=111&sr_order=popularity&srpvid=40745b89837d047f&srepoch=1757682137&all_sr_blocks=1082421_95129505_0_2_0&highlighted_blocks=1082421_95129505_0_2_0&matching_block_id=1082421_95129505_0_2_0&sr_pri_blocks=1082421_95129505_0_2_0__114726&from=searchresults,"Prinsengracht 444, Amsterdam City Centre, 1017 KE Amsterdam, Netherlands
location — rated 9.6/10!"
